3.025	3.1125	3.2	1	0.00762730362351222	5.81757605652426e-05	0.0231621489454708	0.0703374574100321
3.2	3.3	3.4	1	0.00719350359091818	5.17464939125527e-05	0.0231621489454708	0.074579116697667
3.4	3.5	3.6	1	0.00663144594458876	4.39760753160027e-05	0.0231621489454708	0.0809001759578458
3.6	3.7	3.8	1	0.00642518180717529	4.12829612552564e-05	0.0231621489454708	0.0834972705633102
3.8	3.9	4	0	0	0	0	0
4	4.1	4.2	0	0	0	0	0
4.2	4.3	4.4	0	0	0	0	0
4.4	4.5	4.6	0	0	0	0	0
4.6	4.7	4.8	0	0	0	0	0
4.8	4.925	5.05	0	0	0	0	0
5.05	5.225	5.4	0	0	0	0	0
5.4	5.6	5.8	0	0	0	0	0
5.8	6	6.2	0	0	0	0	0
6.2	6.4	6.6	0	0	0	0	0
6.6	6.875	7.15	0	0	0	0	0
7.15	7.7	8.25	0	0	0	0	0
8.25	9	9.75	0	0	0	0	0
# END HISTOSTATS

# BEGIN PLOT /CDF_1988_S1865951/d01-x01-y01
Title=$p_\perp$ distribution at $\sqrt{s} = 1800$ GeV
XLabel=$p_\perp$
YLabel=$E \, \mathrm{d}^3\sigma/\mathrm{d}p^3$
LogX=1
# END PLOT
